"","SampleID","Date","Plate_ID","SampleNumber","SampleReplicate","updownstream","CT_mean","CT_sd","Qty_ng_per_ul_mean","Qty_ng_per_ul_sd","n_qpcrs","Smolts","Sockeye_Male","Sockeye_Female","Sockeye_Jack","SockeyeTotalCount","Water_Date","Gage_Height","Depth_inches","Q_cfs","Avg_Temp","Q_corr_qpcr","G_corr_qpcr"
"15","15A",2016-07-07,"Auk2",15,"A","upstream",27.5094394683838,0.179223151908492,0.0346521163980166,0.00446809916932717,3,NA,81,81,4,166,2016-07-07,21.37,12.48,6.99004411758919,17.7176666666667,0.242219822389972,0.740515727425615
"16","16A",2016-07-08,"Auk3",16,"A","upstream",32.3556900024414,0.184521189173258,0.00405194881993036,0.000461209052695365,3,NA,14,4,0,18,2016-07-08,21.27,11.28,5.3869664934391,18.2964583333333,0.0218277125260949,0.0861849513999186
"17","17A",2016-07-09,"Auk3",17,"A","upstream",34.0593274434408,0.111267934266927,0.00135840479439745,9.77537765352086e-05,3,NA,0,0,0,0,2016-07-09,21.2,10.44,4.45275592661551,18.333,0.00604864499899618,0.028798181641226
"18","18A",2016-07-10,"Auk3",18,"A","upstream",35.8000043233236,0.152785495424213,0.000446640934872751,4.27538415179302e-05,3,NA,0,0,0,0,2016-07-10,21.16,9.96000000000002,3.98073639214129,18.2805833333333,0.00177795982366797,0.00945092218190742
"19","19A",2016-07-11,"Auk3",19,"A","upstream",37.8950347900391,0.540624540023891,0.00012092162311698,3.71944904606593e-05,3,NA,0,0,0,0,2016-07-11,21.14,9.72000000000003,3.76037290748897,18.0191666666667,0.000454710395498683,0.00255628311269296
"20","20A",2016-07-12,"Auk11",20,"A","upstream",37.3931396484375,1.57749596893184,8.48944429890253e-05,3.16666312784536e-05,5,NA,0,0,0,0,2016-07-12,21.08,9,3.15763717185713,18.2395833333333,0.000268065848866252,0.00178957485820865
"21","21A",2016-07-13,"Auk11",21,"A","upstream",37.466796875,1.17367667401252,7.85184303822462e-05,2.60845822790164e-05,5,NA,0,0,0,0,2016-07-13,21.05,8.64000000000003,2.88700984553577,18.2304166666667,0.000226683481569559,0.00165281295954628
"22","22A",2016-07-14,"Auk3",22,"A","upstream",39.8926556905111,0.826102964157374,3.52588049281621e-05,1.54541032910308e-05,3,NA,0,0,0,0,2016-07-14,21.01,8.16000000000004,2.55561465789962,17.7149583333333,9.01079186944345e-05,0.000740787491540687
"23","23A",2016-07-15,"Auk3",23,"A","upstream",38.9590428670247,0.149743879497833,5.91710559092462e-05,5.75767699992284e-06,3,NA,0,0,0,0,2016-07-15,20.97,7.68000000000001,2.25563331907857,17.3710416666667,0.000133468205233957,0.00124081704241689
"24","24A",2016-07-16,"Auk11",24,"A","upstream",37.6976028442383,0.803095281009654,6.674636824755e-05,1.49570199759799e-05,5,NA,0,0,0,0,2016-07-16,20.95,7.44000000000001,2.11669301691549,17.166625,0.000141281571574059,0.00139833641478617
"25","25A",2016-07-17,"Auk3",25,"A","upstream",39.7850062052409,0.380001320711436,3.54925177816767e-05,9.10383782757806e-06,3,NA,0,0,0,0,2016-07-17,20.9,6.84,1.79934470913842,17.3359583333333,6.38632740844612e-05,0.000741793621637044
"26","26A",2016-07-18,"Auk11",26,"A","upstream",40.8081614176432,0.983151967638567,1.29778043932068e-05,1.41535126640003e-05,3,NA,0,0,0,0,2016-07-18,20.87,6.48000000000003,1.62818453622998,17.6380416666667,2.11302604272368e-05,0.000270846777686226
"27","27A",2016-07-19,"Auk11",27,"A","upstream",38.2883478800456,1.06055213854313,3.19168099546611e-05,1.72249360103345e-05,3,NA,0,0,0,0,2016-07-19,20.87,6.48000000000003,1.62818453622998,18.1172916666667,5.19664564139702e-05,0.000666103823753777
"28","28A",2016-07-20,"Auk11",28,"A","upstream",38.6779708862305,1.26482381003414,3.26570655791632e-05,6.60595952142739e-06,3,NA,0,0,0,0,2016-07-20,20.86,6.36000000000001,1.57414806509705,17.7575833333333,5.14070565931874e-05,0.000681226387981345
"29","29A",2016-07-21,"Auk11",29,"A","upstream",38.4646644592285,1.01371465168487,2.76462360488949e-05,1.67572695288991e-05,2,NA,0,0,0,0,2016-07-21,20.86,6.36000000000001,1.57414806509705,17.016375,4.35192689835844e-05,0.000576700483979948
"30","30A",2016-07-22,"Auk4",30,"A","upstream",30.4283415476481,0.0771827994780373,0.0100259082391858,0.000519271388188446,3,NA,5,3,0,8,2016-07-22,20.98,7.80000000000003,2.32781258009479,16.838625,0.0233384353260527,0.210343554858118
"31","31A",2016-07-23,"Auk4",31,"A","upstream",28.2391624450684,0.11885878845167,0.0430989960829417,0.00341566109983595,3,NA,286,233,3,522,2016-07-23,21.35,12.24,6.64205570835871,16.6765416666667,0.286265932957232,0.920163566370805
"32","32A",2016-07-24,"Auk4",32,"A","upstream",28.9314295450846,0.0563916783952209,0.027142728989323,0.00102949092901739,3,NA,287,301,3,591,2016-07-24,21.9,18.84,23.1439845579245,15.63725,0.628190900588822,0.594425764866173
"33","33A",2016-07-25,"Auk4",33,"A","upstream",29.4994297027588,0.0831279538446499,0.0186082323392232,0.00104405593191696,3,NA,127,234,2,363,2016-07-25,22.24,22.92,44.077290032508,15.08075,0.820200453808238,0.413847087224325
"34","34A",2016-07-26,"Auk4",34,"A","upstream",32.6430575052897,0.0882829862462287,0.00229636843626698,0.000136742779464599,3,NA,41,55,0,96,2016-07-26,22.29,23.52,48.1481071624595,14.9742916666667,0.110565793553872,0.051186052444391
"35","35A",2016-07-27,"Auk4",35,"A","upstream",33.8236020406087,0.228513975433379,0.00105337629793212,0.000156927248239388,3,NA,34,34,0,68,2016-07-27,22.33,24,51.6187372088519,14.5962083333333,0.0543739543049913,0.0235218927328242
"36","36A",2016-07-28,"Auk4",36,"A","upstream",33.7253278096517,0.375654211905463,0.00113904313184321,0.000275441827497705,3,NA,20,26,2,48,2016-07-28,22.82,29.88,113.117663988232,14.2435833333333,0.128845898255944,0.025992964268662
"37","37A",2016-07-29,"Auk4",37,"A","upstream",34.4655278523763,0.290667786089985,0.000690341092801342,0.000130778390416992,3,NA,14,22,0,36,2016-07-29,22.47,25.68,65.3918104039851,15.2341666666667,0.0451426538545453,0.0155119643552462
"38","38A",2016-07-30,"Auk4",38,"A","upstream",35.2826588948568,0.405204744171337,0.000405980933768054,0.000116275167864117,3,NA,7,8,0,15,2016-07-30,22.16,21.96,38.1452566902645,15.8217916666667,0.0154862469299357,0.00899653749230007
"39","39A",2016-07-31,"Auk4",39,"A","upstream",36.1744918823242,0.278144998401524,0.000221148540731519,4.10369656097668e-05,3,NA,6,5,0,11,2016-07-31,21.95,19.44,25.5754892904485,15.7174583333333,0.0056559821350773,0.00485421046905685
"40","40A",2016-08-01,"Auk4",40,"A","upstream",32.6072324117025,0.0772828061376886,0.00235114735551178,0.000122682774784424,3,NA,2,1,0,3,2016-08-01,21.8,17.64,18.8398693187806,15.594875,0.0442953089270387,0.0512550123501569
"41","41A",2016-08-02,"Auk5",41,"A","upstream",33.7989222208659,0.183337457892196,0.00156154339977851,0.000162403827496359,3,NA,3,2,0,5,2016-08-02,21.69,16.32,14.8767644053607,15.5545833333333,0.0232307132672508,0.0338698763411958
"42","42A",2016-08-03,"Auk5",42,"A","upstream",34.2932815551758,0.124685769994088,0.00117211625911295,8.58898441176673e-05,3,NA,4,5,0,9,2016-08-03,21.62,15.48,12.7268228295138,15.41775,0.0149173159653231,0.0253411535220221
"43","43A",2016-08-04,"Auk5",43,"A","upstream",30.3250961303711,0.0218549352285181,0.0115212416276336,0.000145560095001312,3,NA,22,35,0,57,2016-08-04,21.78,17.4,18.0622861895354,15.812125,0.208099963537106,0.250932642649859
"44","44A",2016-08-05,"Auk5",44,"A","upstream",33.1030654907227,0.0675581687051667,0.0023246124231567,8.98546293345833e-05,3,NA,5,9,0,14,2016-08-05,21.66,15.96,13.9221254892267,16.2643333333333,0.032363545869003,0.0503511050855741
"45","45A",2016-08-06,"Auk5",45,"A","upstream",31.5952440897624,0.15455079944991,0.00555542577058077,0.000506882390827783,3,NA,8,18,1,27,2016-08-06,21.58,15,11.6157774490273,16.68775,0.0645305893856575,0.119886088129133
"46","46A",2016-08-07,"Auk5",46,"A","upstream",31.9113674163818,0.178937841926817,0.00463407672941685,0.000478580766266026,3,NA,5,4,0,9,2016-08-07,21.49,13.92,9.40044844027834,16.8674166666667,0.0435623993631767,0.099586308915168
"47","47A",2016-08-08,"Auk5",47,"A","upstream",32.4759216308594,0.0843770601328207,0.00333771699418624,0.000159983007882652,3,NA,10,8,0,18,2016-08-08,21.4,12.84,7.53949373196175,16.5184166666667,0.0251646963567294,0.0714271436755856
"48","48A",2016-08-09,"Auk5",48,"A","upstream",32.0552622477214,0.0866111637066623,0.00425364713494976,0.000209222599901665,3,NA,3,9,1,13,2016-08-09,21.66,15.96,13.9221254892267,16.2562916666667,0.0592198091996604,0.0921339969430119
"49","49A",2016-08-10,"Auk5",49,"A","upstream",31.2073415120443,0.066169593357771,0.00693195872008801,0.000266246026257329,3,NA,9,5,0,14,2016-08-10,21.71,16.56,15.5420386200685,16.2245,0.107736770140328,0.150492823813111
"50","50A",2016-08-11,"Auk5",50,"A","upstream",31.8692741394043,0.011153741989923,0.00473110703751445,3.04135610121659e-05,2,NA,5,7,0,12,2016-08-11,21.97,19.68,26.6040113253618,15.5187916666667,0.125866425207533,0.103942421614192
"51","51A",2016-08-12,"Auk5",51,"A","upstream",31.6206448872884,0.14549964421339,0.00547300232574344,0.000469463574575896,3,NA,2,5,0,7,2016-08-12,22.04,20.52,30.4701193540974,15.8439166666667,0.166763034090655,0.120624971259385
"52","52A",2016-08-13,"Auk5",52,"A","upstream",32.620906829834,0.161643098250894,0.00307647068984807,0.000278535761175461,3,NA,2,2,0,4,2016-08-13,21.98,19.8,27.1306486371505,15.863,0.0834666453287597,0.0676208257628605
"53","53A",2016-08-14,"Auk5",53,"A","upstream",30.7176011403402,0.175932228757746,0.00921913733084997,0.000908306732534409,3,NA,1,5,0,6,2016-08-14,22.06,20.76,31.6541985796308,15.1095416666667,0.291824403803612,0.20337416951855
"54","54A",2016-08-15,"Auk6",54,"A","upstream",31.8413124084473,0.147600368308117,0.0038703209720552,0.000367802489427052,3,NA,0,3,0,3,2016-08-15,22.04,20.52,30.4701193540974,15.2307916666667,0.117929141957188,0.0853018742240965
"55","55A",2016-08-16,"Auk6",55,"A","upstream",32.0509478251139,0.148583928167463,0.00338633808617791,0.000328572371130011,3,NA,0,2,0,2,2016-08-16,22.01,20.16,28.7612732194829,15.4553333333333,0.0973953949101037,0.0745333012767757
"56","56A",2016-08-17,"Auk6",56,"A","upstream",32.3445765177409,0.184439543622668,0.00281262925515572,0.000331882930334221,3,NA,0,1,0,1,2016-08-17,21.92,19.08,24.0931062916157,15.8276666666667,0.0677649756033748,0.0616528332730134
"57","57A",2016-08-18,"Auk6",57,"A","upstream",31.8548189798991,0.174651312742278,0.00384191315000256,0.000440416888597527,3,NA,0,0,0,0,2016-08-18,21.79,17.52,18.4477703929082,15.9765416666667,0.070874731660742,0.0837152875385558
"58","58A",2016-08-19,"Auk6",58,"A","upstream",31.8398272196452,0.174757437162835,0.00387818335245053,0.000418769060353232,3,NA,1,2,0,3,2016-08-19,21.92,19.08,24.0931062916157,15.8447916666667,0.0934374837289652,0.0850097790857156
"59","59A",2016-08-20,"Auk6",59,"A","upstream",31.1514428456624,0.168575578650923,0.00601407249147693,0.000657641827125667,3,NA,0,1,0,1,2016-08-20,21.83,18,20.0567189140916,16.097375,0.120622561490524,0.131287202488941
"60","60A",2016-08-21,"Auk6",60,"A","upstream",31.3430995941162,0.18995089200042,0.00532699484998981,0.000622398385142619,3,NA,0,2,0,2,2016-08-21,21.71,16.56,15.5420386200685,15.7439583333333,0.0827923596874474,0.115649058193279
"61","61A",2016-08-22,"Auk6",61,"A","upstream",31.9804808298747,0.21627293041681,0.00355304451659322,0.000470009052852948,3,NA,1,0,0,1,2016-08-22,21.62,15.48,12.7268228295138,16.2489583333333,0.0452189680680575,0.0768168224487454
"62","62A",2016-08-23,"Auk6",62,"A","upstream",31.9150110880534,0.134537402664597,0.00369062243650357,0.000309679274122458,3,NA,0,1,0,1,2016-08-23,21.6,15.24,12.1610596309267,16.1852916666667,0.044881879525556,0.0797174446284771
"63","63A",2016-08-24,"Auk6",63,"A","upstream",31.5699259440104,0.157294440943239,0.00460335643341144,0.00046968384213414,3,NA,1,1,0,2,2016-08-24,21.67,16.08,14.234672414277,16.2011666666667,0.0655272708357663,0.0997547339120259
"64","64A",2016-08-25,"Auk6",64,"A","upstream",32.2510515848796,0.207650277110044,0.00298885294857124,0.000387397310330981,3,NA,0,1,0,1,2016-08-25,21.76,17.16,17.3108214962622,16.0029583333333,0.0517394998712939,0.0650374401609103
"65","65A",2016-08-26,"Auk6",65,"A","upstream",31.657008488973,0.247669975170423,0.00437506078742445,0.000657405524755895,3,NA,0,0,0,0,2016-08-26,21.85,18.24,20.902623938807,15.7555833333333,0.0914502503489542,0.0955950782052241
"66","66A",2016-08-27,"Auk6",66,"A","upstream",31.6462332407633,0.153669002618455,0.00438415864482522,0.000440509990180835,3,NA,0,0,0,0,2016-08-27,21.9,18.84,23.1439845579245,16.5340416666667,0.101466899975326,0.0960130743216723
"67","67A",2016-08-28,"Auk7",67,"A","upstream",31.8030611673991,0.135950276532092,0.00509987135107319,0.000400233865223539,3,NA,0,0,0,0,2016-08-28,21.83,18,20.0567189140916,16.86375,0.102286686186504,0.111330191593928
"68","68A",2016-08-29,"Auk7",68,"A","upstream",32.986447652181,0.212882318750711,0.00258758408017457,0.00032482505521998,3,NA,0,0,0,0,2016-08-29,21.7,16.44,15.2064645201659,16.67975,0.0393480055081206,0.0561505745397881
"69","69A",2016-08-30,"Auk7",69,"A","upstream",32.4714991251628,0.0401362539060077,0.00346385051185886,8.05539238302977e-05,3,NA,0,0,0,0,2016-08-30,21.58,15,11.6157774490273,16.229625,0.040235316662452,0.0747498940459142
"70","70A",2016-08-31,"Auk7",70,"A","upstream",34.1424547831217,0.0644621177126136,0.00132355691554646,4.87879699971026e-05,3,NA,0,0,0,0,2016-08-31,21.49,13.92,9.40044844027834,16.2905,0.0124420285423683,0.0284432381150934
"71","71A",2016-09-01,"Auk7",71,"A","upstream",33.4989484151204,0.207777389467331,0.00192562867111216,0.000230845520066198,3,NA,0,0,0,0,2016-09-01,21.49,13.92,9.40044844027834,15.9037083333333,0.0181017730379116,0.0413817601422003
"72","72A",2016-09-02,"Auk7",72,"A","upstream",34.098206837972,0.379170161970616,0.00137784557106594,0.000279908829989157,3,NA,0,0,0,0,2016-09-02,21.39,12.72,7.35260512573837,16.2445833333333,0.0101307544082954,0.0294721167651005
"73","73A",2016-09-03,"Auk7",73,"A","upstream",34.5671348571777,0.158259787877936,0.00103881797986105,9.62351085698789e-05,3,NA,0,1,0,1,2016-09-03,21.36,12.36,6.81425670792916,16.2296666666667,0.00707877238758558,0.022189152049832
"74","74A",2016-09-04,"Auk7",74,"A","upstream",33.8053830464681,0.324220809188816,0.00162444504288336,0.000285456108804968,3,NA,0,0,0,0,2016-09-04,21.31,11.76,5.98800521772344,16.16025,0.00972718539269051,0.0346169238638443
"75","75A",2016-09-05,"Auk7",75,"A","upstream",35.0089696248372,0.310738462578246,0.00081170986716946,0.000143014332252903,3,NA,0,0,0,0,2016-09-05,21.25,11.04,5.10527811429492,15.823125,0.00414400462001748,0.017248834677351
"76","76A",2016-09-06,"Auk7",76,"A","upstream",32.6766624450684,0.126837071745527,0.00308282750969132,0.000229732101971053,3,NA,0,0,0,0,2016-09-06,21.7,16.44,15.2064645201659,14.82675,0.0468789071479124,0.0668973569603016
"77","77A",2016-09-07,"Auk7",77,"A","upstream",34.0280481974284,0.306688627856572,0.00142770442956438,0.000249056830630766,3,NA,0,0,0,0,2016-09-07,22.01,20.16,28.7612732194829,14.775875,0.0410625971753671,0.0314237744947119
"78","78A",2016-09-08,"Auk7",78,"A","upstream",34.5976740519206,0.209736415472656,0.00102277755892525,0.000122123902935586,3,NA,0,0,0,0,2016-09-08,21.92,19.08,24.0931062916157,14.5065833333333,0.0246418884398653,0.0224192840916415
"79","79A",2016-09-09,"Auk7",79,"A","upstream",33.7441660563151,0.126868369068223,0.00166700687259436,0.000122038956337166,3,NA,0,0,0,0,2016-09-09,21.94,19.32,25.0734062229019,13.70075,0.0417975404929276,0.0365741307847202
"80","80A",2016-09-10,"Auk8",80,"A","upstream",32.6278610229492,0.289143880373296,0.00246784494568904,0.000425305160085973,3,NA,0,0,0,0,2016-09-10,22.85,30.24,118.251928620921,13.1884583333333,0.29182742436512,0.0563902570089946
"81","81A",2016-09-11,"Auk8",81,"A","upstream",32.577761332194,0.109690077488982,0.00251995919582744,0.00016198052393172,3,NA,1,1,0,2,2016-09-11,22.46,25.56,64.3190658100937,13.2789166666667,0.162081421355176,0.0565982835382844
"82","82A",2016-09-12,"Auk8",82,"A","upstream",33.965092976888,0.140768119896211,0.00112637772690505,9.11836508809628e-05,3,NA,0,0,0,0,2016-09-12,22.09,21.12,33.4997251360014,13.3337083333333,0.0377333442506332,0.0248816839873325
"83","83A",2016-09-13,"Auk8",83,"A","upstream",33.7691497802734,0.0968139487878461,0.00126073687958221,7.08657583721431e-05,3,NA,0,0,0,0,2016-09-13,22.4,24.84,58.1768774186223,12.7847083333333,0.0733457349005905,0.0282405061026414
"84","84A",2016-09-14,"Auk8",84,"A","upstream",33.7419789632161,0.322944095442617,0.00129399991904696,0.000229300442888622,3,NA,0,0,0,0,2016-09-14,22.19,22.32,40.2889790508992,13.0860833333333,0.0521339356303482,0.028713858203652
"85","85A",2016-09-15,"Auk8",85,"A","upstream",32.6394945780436,0.0760268339445996,0.00242944488612314,0.000107456546159949,3,NA,0,0,0,0,2016-09-15,22.39,24.72,57.2008994790292,12.626625,0.138966432720971,0.0543952710002971
"86","86A",2016-09-16,"Auk8",86,"A","upstream",33.6113560994466,0.14205267489754,0.00138349505141377,0.000115408513045825,3,NA,0,0,0,0,2016-09-16,22.7,28.44,94.3467437013191,12.27075,0.130528253027779,0.0314053376670927
"87","87A",2016-09-17,"Auk8",87,"A","upstream",34.7385470072428,0.0830528035962805,0.000717608413348595,3.49291867216456e-05,3,NA,0,1,0,1,2016-09-17,22.38,24.6,56.2381828843633,12.15175,0.0403569931892561,0.0160600762907416
"88","88A",2016-09-18,"Auk8",88,"A","upstream",34.8264452616374,0.155542642914929,0.000683235159764687,6.32623135366693e-05,3,NA,0,0,0,0,2016-09-18,22.22,22.68,42.5289278815241,12.0467916666667,0.029057258835754,0.0151814852499713
"89","89A",2016-09-19,"Auk8",89,"A","upstream",34.4458376566569,0.108620258670186,0.000851122351984183,5.43421091658262e-05,3,NA,0,0,0,0,2016-09-19,22.03,20.4,29.8916397470467,12.1544583333333,0.0254414427261703,0.0187502254142116
"90","90A",2016-09-20,"Auk8",90,"A","upstream",36.2014821370443,0.33222154032599,0.000310249393805861,5.86563017538002e-05,3,NA,0,0,0,0,2016-09-20,21.89,18.72,22.6808772752191,12.1587916666667,0.00703672842562187,0.00679135923041031
"91","91A",2016-09-21,"Auk8",91,"A","upstream",36.0157508850098,0.40188935272498,0.000347903463989496,8.57533150272774e-05,3,NA,0,0,0,0,2016-09-21,21.77,17.28,17.6833314055795,12.0725,0.00615209225087534,0.00757385841105133
"92","92A",2016-09-22,"Auk8",92,"A","upstream",35.3293876647949,0.605097710706279,0.000530681252712384,0.00019360924680486,3,NA,0,0,0,0,2016-09-22,21.66,15.96,13.9221254892267,11.77325,0.00738821099504186,0.0114945559337502
"93","93A",2016-09-23,"Auk9",93,"A","upstream",35.9930623372396,0.168882002629644,0.000192066945601255,2.27990072860152e-05,3,NA,0,0,0,0,2016-09-23,21.77,17.28,17.6833314055795,11.4719166666667,0.00339638345112439,0.00418129740573932
"94","94A",2016-09-24,"Auk9",94,"A","upstream",35.8607355753581,0.0962057884513172,0.000209824182093143,1.42198269272146e-05,3,NA,0,0,0,0,2016-09-24,21.72,16.68,15.8835660445454,11.2309583333333,0.00333275625401917,0.00455738123506308
"95","95A",2016-09-25,"Auk9",95,"A","upstream",36.9998474121094,0.298700825485077,9.65984969904336e-05,1.88401980081382e-05,3,NA,0,0,0,0,2016-09-25,21.98,19.8,27.1306486371505,11.0031666666667,0.00262077988072429,0.00212323496384973
"96","96A",2016-09-26,"Auk9",96,"A","upstream",36.5391693115234,0.149961981332141,0.000131501896248665,1.32291897871148e-05,3,NA,0,0,0,0,2016-09-26,21.92,19.08,24.0931062916157,11.0915,0.0031682891638681,0.00288252156577073
"97","97A",2016-09-27,"Auk9",97,"A","upstream",36.9848988850911,0.207249562664915,9.69170626679746e-05,1.33023335095294e-05,3,NA,0,0,0,0,2016-09-27,21.8,17.64,18.8398693187806,11.0472916666667,0.00182590479542471,0.00211279196616185
"98","98A",2016-09-28,"Auk9",98,"A","upstream",35.6704762776693,0.407553235991667,0.000245105577050708,6.44326796652871e-05,3,NA,0,0,0,0,2016-09-28,21.75,17.04,16.9446726714305,10.8120833333333,0.00415323377306633,0.0053310463008529
"99","99A",2016-09-29,"Auk9",99,"A","upstream",36.9878768920898,0.402211116990713,9.84705329756252e-05,2.54912553887281e-05,3,NA,0,0,0,0,2016-09-29,21.66,15.96,13.9221254892267,10.6349166666667,0.00137091911707769,0.00213287174425204
"100","100A",2016-09-30,"Auk9",100,"A","upstream",37.190684000651,0.248738581006831,8.43298281931008e-05,1.45352179995578e-05,3,NA,0,0,0,0,2016-09-30,21.59,15.12,11.8858942601837,10.5938333333333,0.00100233542088265,0.00182068099068905
"101","101A",2016-10-01,"Auk9",101,"A","upstream",34.5600522359212,0.28341362230824,0.000521670988140007,9.95617236054678e-05,3,NA,0,0,0,0,2016-10-01,21.5,14.04,9.62823420248948,10.089125,0.0050227704504561,0.0112159262450101
"102","102A",2016-10-02,"Auk9",102,"A","upstream",36.5160853068034,0.57252655386372,0.000140711740338399,5.99983901292519e-05,3,NA,0,0,0,0,2016-10-02,21.45,13.44,8.53237360424962,9.81179166666667,0.00120060513907138,0.00301826683025865
"103","103A",2016-10-03,"Auk9",103,"A","upstream",36.9206504821777,0.0936866044700836,0.000100791131747731,6.62451638665714e-06,3,NA,0,0,0,0,2016-10-03,21.37,12.48,6.99004411758919,9.86429166666667,0.000704534457578386,0.00215390648544902
"104","104A",2016-10-04,"Auk9",104,"A","upstream",36.529852549235,0.349672398428653,0.000134356460572841,3.00612136730955e-05,3,NA,0,0,0,0,2016-10-04,21.32,11.88,6.14641437350269,9.853,0.000825810480437859,0.00286447973941298
"105","105A",2016-10-05,"Auk9",105,"A","upstream",36.1718393961589,0.469175696515167,0.000175165880743104,5.92153216201615e-05,3,NA,0,0,0,0,2016-10-05,21.27,11.28,5.3869664934391,9.88525,0.000943612730356849,0.00372577828340582
"106","106A",2016-10-06,"Auk10",106,"A","upstream",37.5783805847168,0.51031926360511,8.84580974040243e-05,3.11468275568474e-05,3,NA,0,0,0,0,2016-10-06,21.23,10.8,4.83560308375205,9.83508333333333,0.000427748248589738,0.00187796540788744
"107","107A",2016-10-07,"Auk10",107,"A","upstream",39.8410809834798,1.2940819307977,2.50737818229633e-05,2.22326038070971e-05,3,NA,0,0,0,0,2016-10-07,21.19,10.32,4.33072563412879,9.43816666666667,0.00010858766968526,0.000531313436828593
"108","108A",2016-10-08,"Auk10",108,"A","upstream",37.0842742919922,0.28294089777291,0.000118415111501236,2.16828351692795e-05,2,NA,0,0,0,0,2016-10-08,21.16,9.96000000000002,3.98073639214129,9.02525,0.000471379343732437,0.00250566375936614
"109","109A",2016-10-09,"Auk10",109,"A","upstream",38.1453577677409,1.05936840657893,6.94699422941388e-05,5.0312390124526e-05,3,NA,0,0,0,0,2016-10-09,21.11,9.36000000000001,3.44838511355471,8.59395833333333,0.000239559114846613,0.00146651048182927
